Name,HeadCount,percentageOfFacesDetected
11436.jpg,3,60.0
11437.jpg,5,100.0
11439.jpg,1,20.0
11440.jpg,2,66.66666666666666
11442.jpg,3,150.0
11443.jpg,3,100.0
11444.jpg,2,66.66666666666666
11445.jpg,4,133.33333333333331
11446.jpg,4,66.66666666666666
11448.jpg,4,133.33333333333331
11449.jpg,5,55.55555555555556
11452.jpg,4,66.66666666666666
11453.jpg,5,83.33333333333334
11454.jpg,3,60.0
11457.jpg,2,50.0
11458.jpg,0,0.0
11459.jpg,5,166.66666666666669
11460.jpg,1,50.0
11465.jpg,3,100.0
11466.jpg,1,20.0
11467.jpg,2,100.0
11468.jpg,1,50.0
11469.jpg,2,50.0
11471.jpg,2,100.0
11472.jpg,3,150.0
11475.jpg,1,20.0
11476.jpg,1,16.666666666666664
11477.jpg,8,160.0
11479.jpg,0,0.0
11480.jpg,4,133.33333333333331
11482.jpg,2,100.0
11483.jpg,7,100.0
11484.jpg,7,100.0
11485.jpg,0,0.0
11486.jpg,0,0.0
11487.jpg,4,100.0
11488.jpg,3,100.0
11489.jpg,4,133.33333333333331
11491.jpg,3,150.0
11492.jpg,2,100.0
11493.jpg,1,33.33333333333333
11494.jpg,6,100.0
11496.jpg,3,75.0
11499.jpg,2,100.0
11500.jpg,2,66.66666666666666
11502.jpg,2,100.0
11503.jpg,5,100.0
11504.jpg,1,50.0
11505.jpg,3,100.0
11507.jpg,3,100.0
11508.jpg,18,105.88235294117648
11509.jpg,5,71.42857142857143
11511.jpg,3,100.0
11512.jpg,2,100.0
11513.jpg,2,100.0
11514.jpg,2,100.0
11515.jpg,4,100.0
11517.jpg,1,50.0
11518.jpg,1,50.0
11519.jpg,6,300.0
11520.jpg,1,50.0
11521.jpg,2,100.0
11522.jpg,2,100.0
11523.jpg,1,50.0
11525.jpg,2,66.66666666666666
11526.jpg,3,50.0
11528.jpg,2,100.0
11530.jpg,3,150.0
11531.jpg,2,100.0
11532.jpg,1,25.0
11533.jpg,3,100.0
11534.jpg,2,66.66666666666666
11535.jpg,2,50.0
11538.jpg,2,100.0
11540.jpg,2,100.0
11542.jpg,2,100.0
11544.jpg,1,50.0
11546.jpg,1,50.0
11547.jpg,1,50.0
11549.jpg,4,200.0
11551.jpg,2,100.0
11552.jpg,2,100.0
11553.jpg,4,200.0
11554.jpg,1,50.0
11555.jpg,2,100.0
11556.jpg,2,100.0
11557.jpg,2,100.0
11558.jpg,5,125.0
11559.jpg,2,50.0
11561.jpg,2,100.0
11562.jpg,0,0.0
11564.jpg,1,50.0
11565.jpg,1,50.0
11567.jpg,2,100.0
11569.jpg,3,75.0
11570.jpg,2,50.0
11572.jpg,1,50.0
11574.jpg,3,150.0
11575.jpg,4,133.33333333333331
11576.jpg,2,50.0
11578.jpg,0,0.0
11579.jpg,3,100.0
11581.jpg,4,100.0
11582.jpg,9,112.5
11583.jpg,6,100.0
11584.jpg,7,116.66666666666667
11586.jpg,8,400.0
11587.jpg,2,66.66666666666666
11588.jpg,4,66.66666666666666
11591.jpg,6,120.0
11592.jpg,2,40.0
11594.jpg,5,100.0
11595.jpg,3,100.0
11596.jpg,4,80.0
11598.jpg,4,133.33333333333331
11600.jpg,8,114.28571428571428
11602.jpg,3,50.0
11603.jpg,3,60.0
11604.jpg,6,100.0
11605.jpg,4,100.0
11606.jpg,6,120.0
11607.jpg,4,200.0
11608.jpg,1,50.0
11610.jpg,4,100.0
11612.jpg,2,100.0
11613.jpg,3,150.0
11614.jpg,2,100.0
11615.jpg,2,66.66666666666666
11616.jpg,5,100.0
11617.jpg,1,33.33333333333333
11618.jpg,5,71.42857142857143
11619.jpg,2,100.0
11620.jpg,5,100.0
11621.jpg,5,100.0
11622.jpg,1,25.0
11623.jpg,4,80.0
11624.jpg,2,40.0
11625.jpg,5,166.66666666666669
11628.jpg,5,125.0
11630.jpg,4,66.66666666666666
11631.jpg,2,66.66666666666666
11632.jpg,3,150.0
11633.jpg,5,166.66666666666669
11635.jpg,5,125.0
11636.jpg,3,50.0
11637.jpg,5,100.0
11638.jpg,4,133.33333333333331
11639.jpg,3,100.0
11640.jpg,8,100.0
11641.jpg,10,125.0
11643.jpg,1,33.33333333333333
11644.jpg,2,50.0
11645.jpg,2,66.66666666666666
11646.jpg,4,200.0
11647.jpg,6,100.0
11649.jpg,5,100.0
11651.jpg,8,114.28571428571428
11652.jpg,2,50.0
11653.jpg,2,100.0
11654.jpg,2,50.0
11655.jpg,1,50.0
11656.jpg,2,100.0
11661.jpg,1,25.0
11662.jpg,4,66.66666666666666
11663.jpg,8,133.33333333333331
11664.jpg,3,50.0
11665.jpg,4,66.66666666666666
11667.jpg,5,100.0
11668.jpg,3,75.0
11671.jpg,1,50.0
11672.jpg,9,180.0
11673.jpg,0,0.0
11674.jpg,2,66.66666666666666
11675.jpg,4,80.0
11676.jpg,6,75.0
11677.jpg,5,83.33333333333334
11678.jpg,5,100.0
11679.jpg,3,60.0
11681.jpg,3,60.0
11682.jpg,1,25.0
11684.jpg,3,75.0
11685.jpg,2,40.0
11686.jpg,2,40.0
11687.jpg,2,40.0
11688.jpg,4,80.0
11689.jpg,4,80.0
11690.jpg,1,8.333333333333332
11691.jpg,8,44.44444444444444
11692.jpg,5,25.0
11693.jpg,3,60.0
11696.jpg,4,40.0
11697.jpg,5,100.0
11699.jpg,3,75.0
11700.jpg,7,77.77777777777779
11702.jpg,0,0.0
11703.jpg,2,50.0
11704.jpg,1,25.0
11707.jpg,0,0.0
11708.jpg,6,200.0
11709.jpg,5,125.0
11710.jpg,1,25.0
11712.jpg,2,66.66666666666666
11713.jpg,4,133.33333333333331
11714.jpg,2,66.66666666666666
11716.jpg,3,150.0
11717.jpg,3,150.0
11718.jpg,4,133.33333333333331
11721.jpg,0,0.0
11722.jpg,1,16.666666666666664
11723.jpg,3,75.0
11724.jpg,3,75.0
11725.jpg,5,125.0
11726.jpg,2,50.0
11727.jpg,5,125.0
11728.jpg,4,100.0
11729.jpg,5,125.0
11732.jpg,2,50.0
11733.jpg,2,66.66666666666666
11734.jpg,3,75.0
11736.jpg,1,20.0
11738.jpg,10,76.92307692307693
11739.jpg,5,125.0
11740.jpg,6,300.0
11741.jpg,1,50.0
11745.jpg,3,75.0
11746.jpg,4,100.0
11748.jpg,7,100.0
11749.jpg,3,75.0
11750.jpg,2,66.66666666666666
11751.jpg,3,50.0
11754.jpg,2,100.0
11755.jpg,3,100.0
11756.jpg,5,100.0
11758.jpg,3,75.0
11759.jpg,5,166.66666666666669
11760.jpg,4,80.0
11761.jpg,3,150.0
11763.jpg,2,100.0
11764.jpg,2,66.66666666666666
11765.jpg,4,100.0
11766.jpg,4,44.44444444444444
11768.jpg,3,75.0
11769.jpg,1,50.0
11772.jpg,4,80.0
11774.jpg,3,75.0
11775.jpg,8,72.72727272727273
11776.jpg,1,50.0
11777.jpg,3,100.0
11779.jpg,2,66.66666666666666
11780.jpg,5,100.0
11781.jpg,1,100.0
11782.jpg,6,100.0
11783.jpg,2,100.0
11784.jpg,8,80.0
11786.jpg,0,0.0
11787.jpg,2,66.66666666666666
11788.jpg,4,80.0
11789.jpg,5,125.0
11793.jpg,7,116.66666666666667
11795.jpg,5,166.66666666666669
11796.jpg,6,120.0
11798.jpg,6,120.0
11799.jpg,6,150.0
11800.jpg,1,25.0
11802.jpg,6,120.0
11803.jpg,6,100.0
11804.jpg,1,25.0
11805.jpg,2,33.33333333333333
11806.jpg,0,0.0
11807.jpg,2,66.66666666666666
11808.jpg,2,100.0
11809.jpg,2,66.66666666666666
11810.jpg,2,200.0
11811.jpg,1,100.0
11812.jpg,1,100.0
11813.jpg,2,100.0
11814.jpg,3,150.0
11815.jpg,0,0.0
11816.jpg,2,66.66666666666666
11817.jpg,3,100.0
11818.jpg,4,100.0
11820.jpg,3,50.0
11821.jpg,4,57.14285714285714
11822.jpg,3,100.0
11824.jpg,0,0.0
11825.jpg,2,100.0
11827.jpg,0,0.0
11830.jpg,4,133.33333333333331
11832.jpg,3,100.0
11833.jpg,3,75.0
11835.jpg,5,166.66666666666669
11840.jpg,3,100.0
11841.jpg,6,120.0
11844.jpg,3,60.0
11845.jpg,5,100.0
11851.jpg,2,40.0
11854.jpg,3,37.5
11855.jpg,4,133.33333333333331
11856.jpg,5,166.66666666666669
11858.jpg,3,100.0
11860.jpg,8,100.0
11861.jpg,2,66.66666666666666
11862.jpg,3,100.0
11863.jpg,1,50.0
11864.jpg,2,100.0
11865.jpg,4,200.0
11866.jpg,2,100.0
11867.jpg,1,50.0
11868.jpg,1,50.0
11870.jpg,1,25.0
11871.jpg,1,50.0
11872.jpg,3,37.5
11873.jpg,1,50.0
11875.jpg,2,66.66666666666666
11877.jpg,2,40.0
11878.jpg,1,50.0
11879.jpg,0,0.0
11883.jpg,2,100.0
11884.jpg,4,66.66666666666666
11885.jpg,6,200.0
11887.jpg,1,20.0
11889.jpg,2,100.0
11891.jpg,1,50.0
11894.jpg,4,133.33333333333331
11895.jpg,4,80.0
11896.jpg,4,80.0
11897.jpg,3,150.0
11900.jpg,4,133.33333333333331
11904.jpg,4,133.33333333333331
11905.jpg,6,150.0
11906.jpg,2,100.0
11907.jpg,0,0.0
11908.jpg,4,100.0
11909.jpg,1,25.0
11911.jpg,2,100.0
11912.jpg,2,200.0
11913.jpg,8,61.53846153846154
11914.jpg,5,83.33333333333334
11915.jpg,4,133.33333333333331
11919.jpg,7,116.66666666666667
11921.jpg,5,100.0
11922.jpg,2,40.0
11923.jpg,6,120.0
11925.jpg,2,100.0
11927.jpg,1,33.33333333333333
11929.jpg,7,116.66666666666667
11930.jpg,1,33.33333333333333
11932.jpg,4,80.0
11933.jpg,4,133.33333333333331
11935.jpg,3,75.0
11937.jpg,3,75.0
11938.jpg,4,100.0
11939.jpg,1,50.0
11940.jpg,6,120.0
11943.jpg,3,100.0
11944.jpg,4,50.0
11945.jpg,3,100.0
11946.jpg,8,133.33333333333331
11947.jpg,7,87.5
11948.jpg,5,166.66666666666669
11949.jpg,3,150.0
11950.jpg,2,100.0
11951.jpg,2,100.0
11952.jpg,6,120.0
11953.jpg,3,100.0
11954.jpg,2,100.0
11955.jpg,4,200.0
11956.jpg,1,50.0
11957.jpg,3,50.0
11958.jpg,2,50.0
11960.jpg,2,100.0
11961.jpg,1,100.0
11962.jpg,3,60.0
11963.jpg,0,0.0
11964.jpg,3,100.0
11965.jpg,4,100.0
11967.jpg,3,50.0
11970.jpg,2,100.0
11972.jpg,2,100.0
11973.jpg,2,100.0
11975.jpg,6,100.0
11976.jpg,4,57.14285714285714
11977.jpg,3,42.857142857142854
11978.jpg,1,33.33333333333333
11979.jpg,3,60.0
11981.jpg,6,150.0
11982.jpg,5,125.0
11983.jpg,3,150.0
11985.jpg,8,160.0
11990.jpg,5,45.45454545454545
11991.jpg,1,33.33333333333333
11992.jpg,2,100.0
11994.jpg,3,150.0
11995.jpg,2,100.0
11996.jpg,4,200.0
11997.jpg,3,100.0
11998.jpg,11,183.33333333333331
11999.jpg,0,0.0
12001.jpg,1,25.0
12002.jpg,0,0.0
12003.jpg,3,75.0
12006.jpg,6,150.0
12007.jpg,5,83.33333333333334
12008.jpg,6,120.0
12009.jpg,5,125.0
12011.jpg,4,100.0
12012.jpg,5,125.0
12015.jpg,3,50.0
12018.jpg,4,200.0
12019.jpg,2,66.66666666666666
12021.jpg,4,50.0
12022.jpg,1,25.0
12027.jpg,4,100.0
12028.jpg,4,100.0
12029.jpg,6,120.0
12030.jpg,0,0.0
12035.jpg,3,100.0
12037.jpg,2,66.66666666666666
12040.jpg,5,100.0
12041.jpg,5,83.33333333333334
12042.jpg,9,112.5
12044.jpg,2,66.66666666666666
12045.jpg,5,166.66666666666669
12047.jpg,2,100.0
12048.jpg,2,100.0
12050.jpg,3,50.0
12051.jpg,2,40.0
12053.jpg,1,50.0
12055.jpg,1,50.0
12056.jpg,2,66.66666666666666
12057.jpg,4,100.0
12058.jpg,4,100.0
12059.jpg,4,133.33333333333331
12060.jpg,2,40.0
12061.jpg,2,66.66666666666666
12064.jpg,4,133.33333333333331
12065.jpg,4,50.0
12066.jpg,1,20.0
12069.jpg,2,40.0
12070.jpg,3,75.0
12072.jpg,4,100.0
12073.jpg,4,133.33333333333331
12074.jpg,2,100.0
12075.jpg,4,80.0
12076.jpg,2,66.66666666666666
12077.jpg,3,75.0
12078.jpg,3,60.0
12079.jpg,6,120.0
12080.jpg,6,120.0
12081.jpg,4,100.0
12082.jpg,5,125.0
12084.jpg,3,100.0
12085.jpg,3,150.0
12086.jpg,3,75.0
12087.jpg,1,33.33333333333333
12088.jpg,2,66.66666666666666
12089.jpg,4,100.0
12090.jpg,6,120.0
12091.jpg,2,40.0
12092.jpg,4,44.44444444444444
12093.jpg,3,60.0
12095.jpg,5,250.0
12096.jpg,1,50.0
12097.jpg,1,50.0
12099.jpg,0,0.0
12100.jpg,4,50.0
12101.jpg,4,50.0
12103.jpg,7,87.5
12107.jpg,5,100.0
12108.jpg,6,150.0
12109.jpg,2,100.0
12112.jpg,2,66.66666666666666
12113.jpg,5,166.66666666666669
12114.jpg,7,140.0
12116.jpg,11,122.22222222222223
12118.jpg,4,100.0
12121.jpg,2,100.0
12123.jpg,3,75.0
12126.jpg,2,66.66666666666666
12128.jpg,4,133.33333333333331
12130.jpg,4,66.66666666666666
12131.jpg,1,20.0
12132.jpg,3,75.0
12133.jpg,3,75.0
12134.jpg,3,75.0
12135.jpg,2,50.0
12139.jpg,4,50.0
12140.jpg,3,100.0
12141.jpg,4,66.66666666666666
12143.jpg,4,100.0
12144.jpg,4,100.0
12146.jpg,2,100.0
12147.jpg,6,120.0
12149.jpg,2,100.0
12150.jpg,1,25.0
12151.jpg,4,100.0
12152.jpg,10,125.0
12153.jpg,2,100.0
12154.jpg,3,100.0
12155.jpg,8,133.33333333333331
12156.jpg,1,20.0
12157.jpg,0,0.0
12159.jpg,4,200.0
12160.jpg,0,0.0
12163.jpg,5,166.66666666666669
12165.jpg,5,100.0
12167.jpg,8,160.0
12168.jpg,7,100.0
12169.jpg,7,140.0
12170.jpg,7,116.66666666666667
12171.jpg,6,120.0
12172.jpg,2,50.0
12173.jpg,5,83.33333333333334
12174.jpg,2,40.0
12175.jpg,2,50.0
12178.jpg,4,66.66666666666666
12181.jpg,1,50.0
12182.jpg,5,71.42857142857143
12184.jpg,3,100.0
12185.jpg,4,133.33333333333331
12187.jpg,5,166.66666666666669
12191.jpg,3,100.0
12195.jpg,5,100.0
12197.jpg,6,100.0
12198.jpg,2,40.0
12199.jpg,3,100.0
12200.jpg,3,50.0
12201.jpg,7,77.77777777777779
12202.jpg,2,66.66666666666666
12203.jpg,5,125.0
12204.jpg,3,60.0
12205.jpg,3,150.0
12206.jpg,5,125.0
12207.jpg,2,33.33333333333333
12208.jpg,0,0.0
12211.jpg,5,125.0
12212.jpg,2,33.33333333333333
12213.jpg,5,100.0
12215.jpg,5,100.0
12216.jpg,5,125.0
12219.jpg,4,133.33333333333331
12220.jpg,3,75.0
12221.jpg,6,100.0
12222.jpg,3,27.27272727272727
12223.jpg,3,60.0
12225.jpg,3,75.0
12226.jpg,4,50.0
12227.jpg,5,100.0
12228.jpg,1,16.666666666666664
12229.jpg,3,100.0
12231.jpg,5,125.0
12232.jpg,3,100.0
12233.jpg,10,200.0
12237.jpg,5,100.0
12239.jpg,4,100.0
12242.jpg,3,100.0
12243.jpg,2,66.66666666666666
12244.jpg,2,66.66666666666666
12246.jpg,1,33.33333333333333
12247.jpg,3,100.0
12248.jpg,2,66.66666666666666
12249.jpg,3,100.0
12250.jpg,3,100.0
12252.jpg,0,0.0
12253.jpg,2,66.66666666666666
12254.jpg,6,100.0
12256.jpg,4,133.33333333333331
12257.jpg,3,100.0
12258.jpg,5,100.0
12261.jpg,8,133.33333333333331
12262.jpg,2,66.66666666666666
12263.jpg,3,100.0
12265.jpg,0,0.0
12267.jpg,4,133.33333333333331
12269.jpg,3,100.0
12271.jpg,2,66.66666666666666
12272.jpg,3,100.0
12274.jpg,0,0.0
12275.jpg,3,100.0
12276.jpg,4,133.33333333333331
12277.jpg,3,100.0
12279.jpg,1,33.33333333333333
12280.jpg,4,133.33333333333331
12281.jpg,4,133.33333333333331
12282.jpg,3,100.0
12283.jpg,0,0.0
12285.jpg,3,100.0
12287.jpg,2,66.66666666666666
12288.jpg,2,66.66666666666666
12289.jpg,5,166.66666666666669
12290.jpg,6,200.0
12291.jpg,2,66.66666666666666
12293.jpg,2,66.66666666666666
12295.jpg,2,66.66666666666666
12297.jpg,5,166.66666666666669
12298.jpg,4,133.33333333333331
12299.jpg,3,100.0
12300.jpg,2,66.66666666666666
12301.jpg,3,60.0
12303.jpg,3,50.0
12304.jpg,3,100.0
12306.jpg,5,166.66666666666669
12307.jpg,1,33.33333333333333
12308.jpg,2,66.66666666666666
12309.jpg,3,100.0
12310.jpg,3,75.0
12311.jpg,4,133.33333333333331
12313.jpg,3,100.0
12314.jpg,4,80.0
12315.jpg,3,75.0
12317.jpg,2,100.0
12319.jpg,5,100.0
12320.jpg,3,100.0
12321.jpg,3,100.0
12324.jpg,3,75.0
12325.jpg,3,150.0
12326.jpg,0,0.0
12329.jpg,2,66.66666666666666
12332.jpg,2,50.0
12335.jpg,4,100.0
12336.jpg,3,37.5
12337.jpg,4,50.0
12338.jpg,2,100.0
12340.jpg,2,50.0
12341.jpg,1,50.0
12342.jpg,2,100.0
12344.jpg,2,100.0
12345.jpg,2,100.0
12346.jpg,3,150.0
12347.jpg,3,150.0
12348.jpg,3,75.0
12349.jpg,1,25.0
12350.jpg,3,75.0
12351.jpg,11,183.33333333333331
12352.jpg,1,25.0
12353.jpg,1,50.0
12354.jpg,4,80.0
12356.jpg,1,50.0
12358.jpg,2,100.0
12359.jpg,2,100.0
12360.jpg,0,0.0
12362.jpg,2,100.0
12364.jpg,3,150.0
12366.jpg,1,25.0
12367.jpg,1,50.0
12368.jpg,3,150.0
12370.jpg,2,100.0
12371.jpg,1,50.0
12372.jpg,0,0.0
12373.jpg,2,100.0
12374.jpg,2,50.0
12375.jpg,2,100.0
12378.jpg,2,66.66666666666666
12379.jpg,4,100.0
12380.jpg,3,150.0
12381.jpg,2,100.0
12382.jpg,1,50.0
12383.jpg,3,100.0
12385.jpg,2,100.0
12386.jpg,3,150.0
12387.jpg,1,50.0
12390.jpg,2,100.0
12391.jpg,3,150.0
12392.jpg,1,50.0
12394.jpg,3,150.0
12396.jpg,3,150.0
12397.jpg,1,50.0
12398.jpg,1,50.0
12399.jpg,2,100.0
12401.jpg,3,150.0
12402.jpg,1,50.0
12403.jpg,2,50.0
12405.jpg,2,100.0
12407.jpg,3,150.0
12408.jpg,1,33.33333333333333
12409.jpg,3,100.0
12410.jpg,2,100.0
12412.jpg,1,25.0
12413.jpg,1,33.33333333333333
12414.jpg,4,100.0
12416.jpg,5,125.0
12417.jpg,4,100.0
12418.jpg,2,100.0
12419.jpg,1,33.33333333333333
12420.jpg,2,66.66666666666666
12421.jpg,2,100.0
12422.jpg,4,80.0
12423.jpg,4,133.33333333333331
12424.jpg,5,100.0
12425.jpg,5,100.0
12426.jpg,7,116.66666666666667
12427.jpg,7,140.0
12429.jpg,1,33.33333333333333
12431.jpg,4,200.0
12432.jpg,1,25.0
12433.jpg,3,150.0
12435.jpg,0,0.0
12436.jpg,5,83.33333333333334
12437.jpg,4,100.0
12438.jpg,10,100.0
12439.jpg,5,100.0
12441.jpg,5,100.0
12444.jpg,5,166.66666666666669
12447.jpg,10,100.0
12448.jpg,1,20.0
12449.jpg,2,100.0
12450.jpg,2,33.33333333333333
12451.jpg,6,120.0
12452.jpg,2,100.0
12453.jpg,4,133.33333333333331
12454.jpg,3,50.0
12457.jpg,2,25.0
12458.jpg,4,57.14285714285714
12459.jpg,2,28.57142857142857
12460.jpg,5,62.5
12461.jpg,3,42.857142857142854
12463.jpg,7,100.0
12464.jpg,3,100.0
12467.jpg,3,60.0
12468.jpg,1,50.0
12470.jpg,1,33.33333333333333
12471.jpg,5,250.0
12473.jpg,2,66.66666666666666
12474.jpg,2,100.0
12476.jpg,2,100.0
12477.jpg,3,100.0
12478.jpg,8,133.33333333333331
12479.jpg,5,166.66666666666669
12480.jpg,2,100.0
12481.jpg,3,150.0
12483.jpg,5,71.42857142857143
12484.jpg,1,33.33333333333333
12485.jpg,3,75.0
12486.jpg,1,50.0
12487.jpg,2,66.66666666666666
12490.jpg,2,50.0
12491.jpg,4,133.33333333333331
12492.jpg,3,150.0
12493.jpg,2,100.0
12494.jpg,0,0.0
12496.jpg,2,100.0
12497.jpg,2,100.0
12498.jpg,0,0.0
12499.jpg,3,150.0
12500.jpg,3,100.0
12501.jpg,2,66.66666666666666
12502.jpg,3,75.0
12504.jpg,2,100.0
12505.jpg,5,125.0
12506.jpg,3,60.0
12507.jpg,4,57.14285714285714
12508.jpg,0,0.0
12511.jpg,4,80.0
12512.jpg,4,100.0
12513.jpg,5,166.66666666666669
12515.jpg,6,300.0
12517.jpg,2,40.0
12518.jpg,3,100.0
12519.jpg,6,120.0
12520.jpg,3,100.0
12521.jpg,4,80.0
12522.jpg,4,133.33333333333331
12523.jpg,1,50.0
12524.jpg,3,150.0
12525.jpg,2,50.0
12528.jpg,1,50.0
12529.jpg,2,50.0
12530.jpg,2,100.0
12531.jpg,2,100.0
12532.jpg,1,50.0
12533.jpg,5,125.0
12534.jpg,2,100.0
12536.jpg,2,100.0
12537.jpg,4,200.0
12538.jpg,2,100.0
12542.jpg,2,100.0
12543.jpg,3,100.0
12544.jpg,3,100.0
12545.jpg,3,100.0
12546.jpg,3,100.0
12549.jpg,3,100.0
12551.jpg,3,100.0
12552.jpg,1,100.0
12554.jpg,3,100.0
12557.jpg,3,75.0
12558.jpg,0,0.0
12560.jpg,6,120.0
12561.jpg,2,66.66666666666666
12562.jpg,3,100.0
12563.jpg,2,66.66666666666666
12564.jpg,1,33.33333333333333
12566.jpg,4,36.36363636363637
12567.jpg,4,80.0
12568.jpg,3,100.0
12569.jpg,2,66.66666666666666
12570.jpg,1,33.33333333333333
12571.jpg,0,0.0
12572.jpg,2,66.66666666666666
12573.jpg,4,133.33333333333331
12574.jpg,1,9.090909090909092
12577.jpg,3,150.0
12579.jpg,0,0.0
12580.jpg,1,50.0
12584.jpg,2,50.0
12585.jpg,1,25.0
12587.jpg,2,66.66666666666666
12588.jpg,2,50.0
12591.jpg,5,100.0
12593.jpg,1,20.0
12594.jpg,3,75.0
12595.jpg,3,50.0
12596.jpg,5,125.0
12597.jpg,4,133.33333333333331
12598.jpg,1,20.0
12599.jpg,4,133.33333333333331
12600.jpg,1,20.0
12601.jpg,1,50.0
12602.jpg,7,116.66666666666667
12603.jpg,7,116.66666666666667
12604.jpg,4,100.0
12605.jpg,6,100.0
12606.jpg,2,66.66666666666666
12607.jpg,1,33.33333333333333
12608.jpg,6,100.0
12610.jpg,2,66.66666666666666
12611.jpg,3,100.0
12612.jpg,3,75.0
12614.jpg,2,66.66666666666666
12615.jpg,2,100.0
12616.jpg,4,66.66666666666666
12618.jpg,1,25.0
12619.jpg,2,50.0
12620.jpg,4,100.0
12621.jpg,2,66.66666666666666
12622.jpg,2,66.66666666666666
12623.jpg,3,100.0
12625.jpg,6,200.0
12628.jpg,7,140.0
12629.jpg,0,0.0
12630.jpg,2,50.0
12633.jpg,2,40.0
12635.jpg,3,50.0
12640.jpg,1,50.0
12641.jpg,3,75.0
12642.jpg,5,45.45454545454545
12643.jpg,10,62.5
12645.jpg,1,16.666666666666664
12647.jpg,3,42.857142857142854
12648.jpg,2,66.66666666666666
12649.jpg,2,28.57142857142857
12651.jpg,6,85.71428571428571
12653.jpg,3,100.0
12654.jpg,1,14.285714285714285
12656.jpg,6,66.66666666666666
12657.jpg,2,66.66666666666666
12659.jpg,4,133.33333333333331
12660.jpg,20,64.51612903225806
12661.jpg,9,39.130434782608695
12662.jpg,4,50.0
12664.jpg,2,33.33333333333333
12665.jpg,14,58.333333333333336
12669.jpg,4,100.0
12670.jpg,8,114.28571428571428
12671.jpg,3,100.0
12674.jpg,3,100.0
12675.jpg,7,87.5
12676.jpg,5,83.33333333333334
12677.jpg,2,33.33333333333333
12680.jpg,3,100.0
12682.jpg,5,166.66666666666669
12683.jpg,4,44.44444444444444
12685.jpg,6,66.66666666666666
12686.jpg,5,100.0
12687.jpg,2,40.0
12688.jpg,3,75.0
12690.jpg,2,66.66666666666666
12691.jpg,3,100.0
12692.jpg,4,133.33333333333331
12693.jpg,1,33.33333333333333
12694.jpg,2,66.66666666666666
12695.jpg,2,66.66666666666666
12696.jpg,1,33.33333333333333
12697.jpg,0,0.0
12698.jpg,1,25.0
12699.jpg,0,0.0
12701.jpg,2,50.0
12702.jpg,5,125.0
12704.jpg,3,42.857142857142854
12705.jpg,3,75.0
12706.jpg,2,100.0
12707.jpg,6,120.0
12708.jpg,3,60.0
12709.jpg,4,80.0
12711.jpg,3,75.0
12712.jpg,1,20.0
12714.jpg,1,20.0
12715.jpg,5,100.0
12716.jpg,4,80.0
12717.jpg,1,20.0
12719.jpg,2,100.0
12720.jpg,6,66.66666666666666
12721.jpg,3,75.0
12722.jpg,4,50.0
12723.jpg,2,28.57142857142857
12724.jpg,5,100.0
12725.jpg,5,125.0
12726.jpg,13,92.85714285714286
12727.jpg,7,50.0
12728.jpg,15,107.14285714285714
12730.jpg,4,66.66666666666666
12731.jpg,3,75.0
12732.jpg,7,175.0
12733.jpg,2,50.0
12734.jpg,1,25.0
12735.jpg,1,25.0
12740.jpg,5,250.0
12741.jpg,5,125.0
12742.jpg,4,100.0
12744.jpg,15,19.480519480519483
12745.jpg,6,66.66666666666666
12746.jpg,4,20.0
12747.jpg,1,50.0
12748.jpg,3,37.5
12749.jpg,0,0.0
12750.jpg,4,100.0
12753.jpg,2,50.0
12755.jpg,1,33.33333333333333
12757.jpg,3,75.0
12759.jpg,1,25.0
12760.jpg,1,25.0
12763.jpg,3,60.0
12764.jpg,4,80.0
12766.jpg,3,100.0
12767.jpg,6,120.0
12768.jpg,3,100.0
12769.jpg,3,100.0
12774.jpg,0,0.0
12775.jpg,0,0.0
12776.jpg,0,0.0
12777.jpg,3,150.0
12778.jpg,0,0.0
12779.jpg,0,0.0
12780.jpg,1,50.0
12782.jpg,7,140.0
12783.jpg,5,125.0
12785.jpg,5,125.0
12786.jpg,4,100.0
12789.jpg,6,150.0
12790.jpg,1,100.0
12791.jpg,5,100.0
12792.jpg,6,100.0
12793.jpg,3,75.0
12794.jpg,4,66.66666666666666
12795.jpg,3,100.0
12796.jpg,3,100.0
12799.jpg,6,120.0
12801.jpg,2,100.0
12802.jpg,3,150.0
12803.jpg,2,100.0
12804.jpg,1,33.33333333333333
12805.jpg,1,100.0
12808.jpg,3,23.076923076923077
12809.jpg,2,100.0
12810.jpg,8,114.28571428571428
12813.jpg,1,33.33333333333333
12814.jpg,4,100.0
12815.jpg,3,60.0
12816.jpg,3,75.0
12817.jpg,4,133.33333333333331
12819.jpg,2,40.0
12820.jpg,3,150.0
12823.jpg,4,80.0
12824.jpg,1,50.0
12825.jpg,5,166.66666666666669
12826.jpg,3,150.0
12828.jpg,2,50.0
12829.jpg,1,33.33333333333333
12830.jpg,5,125.0
12832.jpg,3,75.0
12836.jpg,3,42.857142857142854
12837.jpg,2,33.33333333333333
12838.jpg,5,125.0
12843.jpg,5,83.33333333333334
12845.jpg,7,100.0
12846.jpg,3,100.0
12847.jpg,4,80.0
12849.jpg,3,150.0
12850.jpg,3,100.0
12851.jpg,3,150.0
12853.jpg,4,200.0
12854.jpg,1,50.0
12855.jpg,4,100.0
12856.jpg,0,0.0
12857.jpg,1,50.0
12860.jpg,1,33.33333333333333
12861.jpg,1,25.0
12862.jpg,2,40.0
12863.jpg,2,40.0
